F3_S1,Link test text: Write Reviews href: https://nutrish.com/reviews/write xPath: /html[1]/body[1]/footer[1]/div[1]/div[2]/nav[1]/div[4]/div[2]/a[2] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: Ingredient Glossary href: https://nutrish.com/ingredients xPath: /html[1]/body[1]/footer[1]/div[1]/div[2]/nav[1]/div[4]/div[2]/a[3] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: Videos href: https://nutrish.com/videos xPath: /html[1]/body[1]/footer[1]/div[1]/div[2]/nav[1]/div[4]/div[2]/a[4] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: #NutrishPets href: https://nutrish.com/pets xPath: /html[1]/body[1]/footer[1]/div[1]/div[2]/nav[1]/div[4]/div[3]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: Pet Profiles href: https://nutrish.com/auth/login xPath: /html[1]/body[1]/footer[1]/div[1]/div[2]/nav[1]/div[4]/div[3]/a[2] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: Switch to Nutrish href: https://nutrish.com/switch-to xPath: /html[1]/body[1]/footer[1]/div[1]/div[2]/nav[1]/div[4]/div[3]/a[3] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: Company Information href: https://www.jmsmucker.com/ xPath: /html[1]/body[1]/footer[1]/div[1]/div[2]/nav[1]/div[4]/div[6]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: Privacy Policy href: https://www.jmsmucker.com/privacy-policy xPath: /html[1]/body[1]/footer[1]/div[1]/div[2]/nav[1]/div[4]/div[6]/a[2] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: Do Not Sell My Info href: https://consumer-privacy.jmsmucker.com/ xPath: /html[1]/body[1]/footer[1]/div[1]/div[2]/nav[1]/div[4]/div[6]/a[3] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: Terms of Use href: https://www.jmsmucker.com/terms-of-use xPath: /html[1]/body[1]/footer[1]/div[1]/div[2]/nav[1]/div[4]/div[6]/a[4] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
F3_S1,Link test text: Learn More href: https://www.nutrish.com/faq/information xPath: /html[1]/body[1]/div[5]/div[1]/p[2]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinks-Test.xml
File And Step Number,Test Performed,Execution Status,Variable Output,Test File Name
F4_S0,Link test text: [Possible Image] Rachael Ray Nutrish - Real Recipes. Real Ingredients. Real Good. href: https://nutrish.com/ xPath: /html[1]/body[1]/header[1]/div[1]/nav[1]/div[1]/div[1]/div[2]/div[1]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinksWithNoSeparateNavigationStep-Test.xml
F4_S0,Link test text: For Dogs href: https://nutrish.com/dog xPath: /html[1]/body[1]/header[1]/div[1]/nav[1]/div[1]/div[2]/div[1]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinksWithNoSeparateNavigationStep-Test.xml
F4_S0,Link test text: For Cats href: https://nutrish.com/cat xPath: /html[1]/body[1]/header[1]/div[1]/nav[1]/div[1]/div[2]/div[1]/a[2] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinksWithNoSeparateNavigationStep-Test.xml
F4_S0,Link test text: Why Nutrish href: https://nutrish.com/why-nutrish xPath: /html[1]/body[1]/header[1]/div[1]/nav[1]/div[1]/div[2]/div[1]/a[3] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinksWithNoSeparateNavigationStep-Test.xml
F4_S0,Link test text: For Pet Parents href: https://nutrish.com/#link-forpetparents xPath: /html[1]/body[1]/header[1]/div[1]/nav[1]/div[1]/div[2]/div[1]/a[4] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinksWithNoSeparateNavigationStep-Test.xml
F4_S0,Link test text: Reviews href: https://nutrish.com/reviews xPath: /html[1]/body[1]/header[1]/div[1]/nav[1]/div[1]/div[2]/div[1]/div[1]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinksWithNoSeparateNavigationStep-Test.xml
F4_S0,Link test text: Switch to Nutrish href: https://nutrish.com/switch-to xPath: /html[1]/body[1]/header[1]/div[1]/nav[1]/div[1]/div[2]/div[1]/div[1]/a[2] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinksWithNoSeparateNavigationStep-Test.xml
F4_S0,Link test text: Ingredient Glossary href: https://nutrish.com/ingredients xPath: /html[1]/body[1]/header[1]/div[1]/nav[1]/div[1]/div[2]/div[1]/div[1]/a[3] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinksWithNoSeparateNavigationStep-Test.xml
F4_S0,Link test text: Videos href: https://nutrish.com/videos xPath: /html[1]/body[1]/header[1]/div[1]/nav[1]/div[1]/div[2]/div[1]/div[1]/a[4] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinksWithNoSeparateNavigationStep-Test.xml
F4_S0,Link test text: Pet Profiles href: https://nutrish.com/profiles xPath: /html[1]/body[1]/header[1]/div[1]/nav[1]/div[1]/div[2]/div[1]/div[1]/a[5] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinksWithNoSeparateNavigationStep-Test.xml
F4_S0,Link test text: FAQs href: https://nutrish.com/faq xPath: /html[1]/body[1]/header[1]/div[1]/nav[1]/div[1]/div[2]/div[1]/div[1]/a[6] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinksWithNoSeparateNavigationStep-Test.xml
F4_S0,Link test text: Rachael Ray Foundation href: https://nutrish.com/rachael-ray-foundation xPath: /html[1]/body[1]/header[1]/div[1]/nav[1]/div[1]/div[2]/div[1]/div[1]/a[7] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinksWithNoSeparateNavigationStep-Test.xml
F4_S0,Link test text: #NutrishPets href: https://nutrish.com/pets xPath: /html[1]/body[1]/header[1]/div[1]/nav[1]/div[1]/div[2]/div[1]/div[1]/a[8] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinksWithNoSeparateNavigationStep-Test.xml
F4_S0,Link test text: Reviews href: https://nutrish.com/#link-reviews xPath: /html[1]/body[1]/header[1]/div[1]/nav[1]/div[1]/div[2]/div[1]/a[5] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinksWithNoSeparateNavigationStep-Test.xml
F4_S0,Link test text: Read Reviews href: https://nutrish.com/reviews xPath: /html[1]/body[1]/header[1]/div[1]/nav[1]/div[1]/div[2]/div[1]/div[2]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinksWithNoSeparateNavigationStep-Test.xml
F4_S0,Link test text: Write a Review href: https://nutrish.com/reviews/write xPath: /html[1]/body[1]/header[1]/div[1]/nav[1]/div[1]/div[2]/div[1]/div[2]/a[2] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinksWithNoSeparateNavigationStep-Test.xml
F4_S0,Link test text: Buy Now href: https://nutrish.com/where-to-buy xPath: /html[1]/body[1]/header[1]/div[1]/nav[1]/div[1]/div[2]/div[1]/a[6] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinksWithNoSeparateNavigationStep-Test.xml
F4_S0,Link test text: LOGIN/SIGN-UP href: https://nutrish.com/auth/login xPath: /html[1]/body[1]/header[1]/div[1]/nav[1]/div[1]/div[2]/div[1]/a[7] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinksWithNoSeparateNavigationStep-Test.xml
F4_S0,Link test text: For Dogs href: https://nutrish.com/# xPath: /html[1]/body[1]/header[1]/div[2]/nav[1]/div[1]/div[1]/div[1]/div[1]/div[2]/ul[1]/li[1]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinksWithNoSeparateNavigationStep-Test.xml
F4_S0,Link test text: For Cats href: https://nutrish.com/# xPath: /html[1]/body[1]/header[1]/div[2]/nav[1]/div[1]/div[1]/div[1]/div[1]/div[2]/ul[1]/li[2]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinksWithNoSeparateNavigationStep-Test.xml
F4_S0,Link test text: Why Nutrish? href: https://nutrish.com/why-nutrish xPath: /html[1]/body[1]/header[1]/div[2]/nav[1]/div[1]/div[1]/div[1]/div[1]/div[2]/ul[1]/li[3]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinksWithNoSeparateNavigationStep-Test.xml
F4_S0,Link test text: For Pet Parents href: https://nutrish.com/# xPath: /html[1]/body[1]/header[1]/div[2]/nav[1]/div[1]/div[1]/div[1]/div[1]/div[2]/ul[1]/li[4]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinksWithNoSeparateNavigationStep-Test.xml
F4_S0,Link test text: Reviews href: https://nutrish.com/# xPath: /html[1]/body[1]/header[1]/div[2]/nav[1]/div[1]/div[1]/div[1]/div[1]/div[2]/ul[1]/li[5]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinksWithNoSeparateNavigationStep-Test.xml
F4_S0,Link test text: BUY NOW href: https://nutrish.com/where-to-buy xPath: /html[1]/body[1]/header[1]/div[2]/nav[1]/div[1]/div[1]/div[1]/div[1]/div[3]/div[1]/div[1]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinksWithNoSeparateNavigationStep-Test.xml
F4_S0,Link test text: LOGIN href: https://nutrish.com/auth/login xPath: /html[1]/body[1]/header[1]/div[2]/nav[1]/div[1]/div[1]/div[1]/div[1]/div[3]/div[1]/div[2]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinksWithNoSeparateNavigationStep-Test.xml
F4_S0,Link test text: [Possible Image] Rachael Ray Nutrish href: https://nutrish.com/ xPath: /html[1]/body[1]/header[1]/div[2]/nav[1]/div[1]/div[2]/div[1]/div[1]/div[1]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinksWithNoSeparateNavigationStep-Test.xml
F4_S0,Link test text: [Possible Image]  href: https://www.facebook.com/nutrish xPath: /html[1]/body[1]/header[1]/div[2]/nav[1]/div[1]/div[2]/div[1]/div[1]/div[3]/ul[1]/li[1]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinksWithNoSeparateNavigationStep-Test.xml
F4_S0,Link test text: [Possible Image]  href: https://www.facebook.com/nutrish xPath: /html[1]/body[1]/header[1]/div[2]/nav[1]/div[1]/div[2]/div[1]/div[1]/div[3]/ul[1]/li[2]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinksWithNoSeparateNavigationStep-Test.xml
F4_S0,Link test text: [Possible Image]  href: https://twitter.com/nutrish xPath: /html[1]/body[1]/header[1]/div[2]/nav[1]/div[1]/div[2]/div[1]/div[1]/div[3]/ul[1]/li[3]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinksWithNoSeparateNavigationStep-Test.xml
F4_S0,Link test text: [Possible Image]  href: https://www.instagram.com/nutrish/ xPath: /html[1]/body[1]/header[1]/div[2]/nav[1]/div[1]/div[2]/div[1]/div[1]/div[3]/ul[1]/li[4]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinksWithNoSeparateNavigationStep-Test.xml
F4_S0,Link test text: [Possible Image]  href: https://www.pinterest.com/nutrishforpets/ xPath: /html[1]/body[1]/header[1]/div[2]/nav[1]/div[1]/div[2]/div[1]/div[1]/div[3]/ul[1]/li[5]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinksWithNoSeparateNavigationStep-Test.xml
F4_S0,Link test text: [Possible Image]  href: https://nutrish.com/dog xPath: /html[1]/body[1]/header[1]/div[2]/nav[1]/div[2]/div[1]/div[1]/div[1]/div[1]/div[1]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinksWithNoSeparateNavigationStep-Test.xml
F4_S0,Link test text: [Possible Image]  href: https://nutrish.com/# xPath: /html[1]/body[1]/header[1]/div[2]/nav[1]/div[2]/div[1]/div[1]/div[1]/div[1]/div[2]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinksWithNoSeparateNavigationStep-Test.xml
F4_S0,Link test text: Dry Food href: https://nutrish.com/dog?filters=2596 xPath: /html[1]/body[1]/header[1]/div[2]/nav[1]/div[2]/div[1]/div[1]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/p[1]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinksWithNoSeparateNavigationStep-Test.xml
F4_S0,Link test text: [Possible Image]  href: https://nutrish.com/dog/super-premium-dry-food xPath: /html[1]/body[1]/header[1]/div[2]/nav[1]/div[2]/div[1]/div[1]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/div[1]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinksWithNoSeparateNavigationStep-Test.xml
F4_S0,Link test text: [Possible Image]  href: https://nutrish.com/dog/peak-dry-food xPath: /html[1]/body[1]/header[1]/div[2]/nav[1]/div[2]/div[1]/div[1]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/div[2]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinksWithNoSeparateNavigationStep-Test.xml
F4_S0,Link test text: [Possible Image]  href: https://nutrish.com/dog/dish-dry-food xPath: /html[1]/body[1]/header[1]/div[2]/nav[1]/div[2]/div[1]/div[1]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/div[3]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinksWithNoSeparateNavigationStep-Test.xml
F4_S0,Link test text: [Possible Image]  href: https://nutrish.com/dog/just-6-dry-food xPath: /html[1]/body[1]/header[1]/div[2]/nav[1]/div[2]/div[1]/div[1]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/div[4]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinksWithNoSeparateNavigationStep-Test.xml
F4_S0,Link test text: [Possible Image]  href: https://nutrish.com/dog/zero-grain-dry-food xPath: /html[1]/body[1]/header[1]/div[2]/nav[1]/div[2]/div[1]/div[1]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/div[5]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinksWithNoSeparateNavigationStep-Test.xml
F4_S0,Link test text: Wet Food href: https://nutrish.com/dog?filters=2597 xPath: /html[1]/body[1]/header[1]/div[2]/nav[1]/div[2]/div[1]/div[1]/div[1]/div[2]/div[1]/div[2]/div[2]/div[1]/p[1]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinksWithNoSeparateNavigationStep-Test.xml
F4_S0,Link test text: [Possible Image]  href: https://nutrish.com/dog/dish-wet-food xPath: /html[1]/body[1]/header[1]/div[2]/nav[1]/div[2]/div[1]/div[1]/div[1]/div[2]/div[1]/div[2]/div[2]/div[1]/div[1]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinksWithNoSeparateNavigationStep-Test.xml
F4_S0,Link test text: [Possible Image]  href: https://nutrish.com/dog/peak-wet-food xPath: /html[1]/body[1]/header[1]/div[2]/nav[1]/div[2]/div[1]/div[1]/div[1]/div[2]/div[1]/div[2]/div[2]/div[1]/div[2]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinksWithNoSeparateNavigationStep-Test.xml
F4_S0,Link test text: [Possible Image]  href: https://nutrish.com/dog/super-premium-wet-food xPath: /html[1]/body[1]/header[1]/div[2]/nav[1]/div[2]/div[1]/div[1]/div[1]/div[2]/div[1]/div[2]/div[2]/div[1]/div[3]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinksWithNoSeparateNavigationStep-Test.xml
F4_S0,Link test text: Treats href: https://nutrish.com/dog?filters=2598 xPath: /html[1]/body[1]/header[1]/div[2]/nav[1]/div[2]/div[1]/div[1]/div[1]/div[2]/div[1]/div[2]/div[3]/div[1]/p[1]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinksWithNoSeparateNavigationStep-Test.xml
F4_S0,Link test text: [Possible Image]  href: https://nutrish.com/dog/treats xPath: /html[1]/body[1]/header[1]/div[2]/nav[1]/div[2]/div[1]/div[1]/div[1]/div[2]/div[1]/div[2]/div[3]/div[1]/div[1]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinksWithNoSeparateNavigationStep-Test.xml
F4_S0,Link test text: [Possible Image]  href: https://nutrish.com/dog/soup-bones xPath: /html[1]/body[1]/header[1]/div[2]/nav[1]/div[2]/div[1]/div[1]/div[1]/div[2]/div[1]/div[2]/div[3]/div[1]/div[2]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinksWithNoSeparateNavigationStep-Test.xml
F4_S0,Link test text: [Possible Image]  href: https://nutrish.com/dog/peak-treats xPath: /html[1]/body[1]/header[1]/div[2]/nav[1]/div[2]/div[1]/div[1]/div[1]/div[2]/div[1]/div[2]/div[3]/div[1]/div[3]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinksWithNoSeparateNavigationStep-Test.xml
F4_S0,Link test text: [Possible Image]  href: https://nutrish.com/dog/smoochies xPath: /html[1]/body[1]/header[1]/div[2]/nav[1]/div[2]/div[1]/div[1]/div[1]/div[2]/div[1]/div[2]/div[3]/div[1]/div[4]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinksWithNoSeparateNavigationStep-Test.xml
F4_S0,Link test text: MAKE the SWITCH Get coupons, samples and more! href: https://nutrish.com/switchto xPath: /html[1]/body[1]/header[1]/div[2]/nav[1]/div[2]/div[1]/div[1]/div[2]/div[1]/div[1]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinksWithNoSeparateNavigationStep-Test.xml
F4_S0,Link test text: Close the navigation menu href: https://nutrish.com/# xPath: /html[1]/body[1]/header[1]/div[2]/nav[1]/div[2]/div[1]/div[1]/div[3]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinksWithNoSeparateNavigationStep-Test.xml
F4_S0,Link test text: [Possible Image]  href: https://nutrish.com/cat xPath: /html[1]/body[1]/header[1]/div[2]/nav[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinksWithNoSeparateNavigationStep-Test.xml
F4_S0,Link test text: [Possible Image]  href: https://nutrish.com/# xPath: /html[1]/body[1]/header[1]/div[2]/nav[1]/div[2]/div[2]/div[1]/div[1]/div[1]/div[2]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinksWithNoSeparateNavigationStep-Test.xml
F4_S0,Link test text: Dry Food href: https://nutrish.com/cat?filters=2631 xPath: /html[1]/body[1]/header[1]/div[2]/nav[1]/div[2]/div[2]/div[1]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/p[1]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinksWithNoSeparateNavigationStep-Test.xml
F4_S0,Link test text: [Possible Image]  href: https://nutrish.com/cat/super-premium-dry-food xPath: /html[1]/body[1]/header[1]/div[2]/nav[1]/div[2]/div[2]/div[1]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/div[1]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinksWithNoSeparateNavigationStep-Test.xml
